acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,participant,label,category,set
-0.28600000000000003,0.9555,-0.28600000000000003,-40.0976,-10.378,6.2928,B,ohp,heavy,33
-0.27799999999999997,1.0173333333333332,-0.19533333333333333,-44.0854,-12.549,22.195,B,ohp,heavy,33
-0.2125,1.0594999999999999,0.0055,-7.5001999999999995,-12.6828,13.3416,B,ohp,heavy,33
-0.23466666666666666,1.3163333333333334,-0.11466666666666665,68.46340000000001,20.939,-28.9026,B,ohp,heavy,33
-0.294,0.9470000000000001,-0.27149999999999996,29.195,4.061,-26.4392,B,ohp,heavy,33
-0.32466666666666666,0.7986666666666666,-0.2816666666666667,-21.2316,-12.7316,-8.6828,B,ohp,heavy,33
-0.32,0.8260000000000001,-0.2215,-31.5002,17.2072,15.3656,B,ohp,heavy,33
-0.297,0.8443333333333333,-0.12633333333333333,-32.5974,-12.7928,19.9268,B,ohp,heavy,33
-0.1865,0.89,0.014499999999999999,-17.9024,-15.817000000000002,46.3658,B,ohp,heavy,33
-0.085,0.8493333333333334,-0.03,18.6706,-3.2682,3.4024,B,ohp,heavy,33
-0.068,0.9675,-0.056499999999999995,-1.1341999999999999,-4.158399999999999,-0.1342,B,ohp,heavy,33
-0.09100000000000001,0.985,-0.02,-0.8902000000000001,-1.2684000000000002,0.3658,B,ohp,heavy,33
-0.079,0.963,-0.011,-1.0612,-1.2562000000000002,-0.5363999999999998,B,ohp,heavy,33
-0.10533333333333333,0.9503333333333334,-0.009,-2.8294,-2.5976,-6.8902,B,ohp,heavy,33
-0.112,1.0194999999999999,-0.0004999999999999996,11.3414,-5.6098,7.4632000000000005,B,ohp,heavy,33
-0.10666666666666667,0.9273333333333333,-0.04533333333333334,-8.9636,-11.9144,-14.2804,B,ohp,heavy,33
-0.14150000000000001,0.73,0.0,42.2804,9.4024,-24.0244,B,ohp,heavy,33
-0.22266666666666668,0.842,-0.16466666666666666,27.6218,8.7562,-20.878,B,ohp,heavy,33
-0.266,0.9065000000000001,-0.27849999999999997,16.939,-11.5366,-9.2562,B,ohp,heavy,33
-0.35333333333333333,0.9216666666666667,-0.2743333333333333,7.9512,3.9146,-4.4512,B,ohp,heavy,33
-0.374,0.9325,-0.3045,-7.3172,-3.9510000000000005,-2.8049999999999997,B,ohp,heavy,33
-0.34800000000000003,0.8846666666666666,-0.26,-37.683,-9.3296,4.4634,B,ohp,heavy,33
-0.361,1.049,-0.195,-21.695,-10.244,30.3294,B,ohp,heavy,33
-0.23066666666666666,0.9276666666666668,-0.04966666666666667,-21.3782,-11.5002,14.7928,B,ohp,heavy,33
-0.1845,1.011,0.026,-11.7074,-11.805,10.8414,B,ohp,heavy,33
-0.2376666666666667,1.2673333333333334,-0.005,60.80460000000001,23.3902,-21.8782,B,ohp,heavy,33
-0.3025,0.976,-0.235,57.62179999999999,16.3292,-34.9514,B,ohp,heavy,33
-0.324,0.8313333333333333,-0.3486666666666667,4.122,-11.8416,-9.7076,B,ohp,heavy,33
-0.3695,0.8085,-0.384,-26.9146,0.4756,12.3416,B,ohp,heavy,33
-0.3113333333333333,0.8763333333333333,-0.21933333333333335,-47.2316,-14.768200000000002,27.6462,B,ohp,heavy,33
-0.16799999999999998,0.739,-0.0325,-28.5854,-10.317,40.4026,B,ohp,heavy,33
-0.10666666666666667,0.8889999999999999,-0.038,7.9392,-1.4758,-1.2439999999999993,B,ohp,heavy,33
-0.1145,0.887,-0.053500000000000006,6.756,-9.524600000000001,-7.7318,B,ohp,heavy,33
-0.11199999999999999,0.6589999999999999,-0.08066666666666666,55.4024,15.0,-32.6096,B,ohp,heavy,33
-0.33199999999999996,0.9545,-0.2175,26.9634,-7.1828,-23.5976,B,ohp,heavy,33
-0.33499999999999996,0.8623333333333333,-0.291,4.3902,-12.2316,-5.256,B,ohp,heavy,33
-0.4385,0.8875,-0.248,-18.11,-1.1584,-14.353399999999999,B,ohp,heavy,33
-0.455,0.983,-0.25733333333333336,-38.622,-18.4634,34.0974,B,ohp,heavy,33
-0.33799999999999997,1.009,-0.07250000000000001,-17.439,-10.2194,34.5974,B,ohp,heavy,33
-0.26366666666666666,1.2163333333333333,-0.09000000000000001,16.4878,17.1462,-5.6954,B,ohp,heavy,33
-0.3305,1.1044999999999998,-0.20800000000000002,51.5732,14.963399999999998,-25.0368,B,ohp,heavy,33
-0.30266666666666664,0.8300000000000001,-0.25533333333333336,10.4388,9.317,-20.9514,B,ohp,heavy,33
-0.33,0.795,-0.326,11.7438,2.9146000000000005,5.3904000000000005,B,ohp,heavy,33
-0.34933333333333333,0.8626666666666667,-0.35366666666666663,-24.3414,-4.0366,4.0366,B,ohp,heavy,33
-0.317,0.883,-0.24100000000000002,-40.317,-22.5854,21.939,B,ohp,heavy,33
-0.20299999999999999,0.7559999999999999,-0.11466666666666665,-21.5612,-11.3778,38.439,B,ohp,heavy,33
-0.134,0.883,-0.057499999999999996,-2.8533999999999997,13.694999999999999,1.4388,B,ohp,heavy,33
-0.14933333333333332,0.976,-0.04833333333333333,3.2682,-4.073,3.4512,B,ohp,heavy,33
-0.136,0.9864999999999999,-0.0615,6.5245999999999995,-4.2194,2.3902,B,ohp,heavy,33
-0.13566666666666669,0.9620000000000001,-0.06066666666666667,1.6828000000000003,-0.7928000000000001,1.4756,B,ohp,heavy,33
-0.129,0.952,-0.0405,-2.7561999999999998,10.4754,-9.0488,B,ohp,heavy,33
-0.14733333333333334,0.7383333333333333,-0.137,46.3902,-9.2072,-16.5852,B,ohp,heavy,33
-0.20450000000000002,0.8365,-0.16749999999999998,18.5978,17.7074,-27.256,B,ohp,heavy,33
-0.29933333333333334,0.8796666666666667,-0.329,33.5976,-17.0978,-3.5119999999999996,B,ohp,heavy,33
-0.373,0.8805000000000001,-0.35550000000000004,3.0486000000000004,4.7318,7.6584,B,ohp,heavy,33
-0.30133333333333334,0.899,-0.37399999999999994,-31.219600000000003,-13.5244,17.8294,B,ohp,heavy,33
-0.2855,1.0155,-0.249,-56.988,-19.5486,20.6342,B,ohp,heavy,33
-0.19666666666666666,1.0306666666666666,-0.04733333333333334,-31.7438,-20.8414,13.487799999999998,B,ohp,heavy,33
-0.21,1.341,0.024499999999999997,36.6828,23.866,-15.341399999999998,B,ohp,heavy,33
-0.248,1.032,-0.13533333333333333,54.1586,13.7072,-38.4268,B,ohp,heavy,33
-0.32799999999999996,0.8285,-0.27949999999999997,27.5366,6.244,-9.5852,B,ohp,heavy,33
-0.3383333333333333,0.8079999999999999,-0.34099999999999997,-1.1827999999999999,2.3169999999999997,-6.756,B,ohp,heavy,33
-0.374,0.8325,-0.38649999999999995,-20.256,-7.4024,5.816800000000001,B,ohp,heavy,33
-0.34099999999999997,0.8993333333333333,-0.27033333333333337,-40.6344,-14.634,20.0854,B,ohp,heavy,33
-0.20800000000000002,0.8534999999999999,-0.0765,-37.1952,-0.1828000000000003,57.15840000000001,B,ohp,heavy,33
-0.11866666666666666,0.7703333333333333,-0.07033333333333333,-0.3171999999999997,1.4634,-7.451400000000001,B,ohp,heavy,33
-0.199,1.002,0.028999999999999998,16.1584,-10.3414,-5.9512,B,ohp,heavy,33
-0.15966666666666665,0.742,-0.07533333333333332,26.8902,-0.5243999999999998,-31.512,B,ohp,heavy,33
-0.208,0.757,-0.2105,37.3414,8.0244,-16.6218,B,ohp,heavy,33
-0.29733333333333334,0.875,-0.25633333333333336,20.5,-0.2927999999999997,-0.8903999999999996,B,ohp,heavy,33
-0.4225,0.961,-0.27549999999999997,-28.0,-13.744,6.1586,B,ohp,heavy,33
-0.33433333333333337,1.0116666666666667,-0.20166666666666666,-48.8536,-20.6096,33.4756,B,ohp,heavy,33
-0.16749999999999998,1.1095000000000002,-0.105,-13.402600000000001,-6.7806000000000015,36.6586,B,ohp,heavy,33
-0.10233333333333333,1.0296666666666667,-0.027333333333333334,-1.134,-3.8903999999999996,3.646,B,ohp,heavy,33
-0.095,0.988,-0.017,3.567,-1.7985,10.5185,B,ohp,heavy,33
-0.101,1.056,0.107,-2.6708,-7.256,8.8416,B,ohp,heavy,34
-0.132,1.2665,0.0785,33.41459999999999,13.0976,-29.280399999999997,B,ohp,heavy,34
-0.2836666666666667,1.1263333333333334,-0.08133333333333333,61.9634,35.378,-49.4146,B,ohp,heavy,34
-0.2995,0.757,-0.1825,2.3657999999999997,3.683,-10.817,B,ohp,heavy,34
-0.31033333333333335,0.7286666666666667,-0.25966666666666666,1.9634,5.707599999999999,-2.2682,B,ohp,heavy,34
-0.369,0.919,-0.2425,-17.1948,5.1342,13.4756,B,ohp,heavy,34
-0.2833333333333333,0.898,-0.20199999999999999,-26.256,-20.0732,37.4878,B,ohp,heavy,34
-0.1865,0.772,-0.037500000000000006,-30.6344,43.9756,32.683,B,ohp,heavy,34
-0.06899999999999999,0.952,-0.09000000000000001,10.0612,-30.7318,7.4879999999999995,B,ohp,heavy,34
-0.0815,0.913,-0.11050000000000001,0.2562000000000003,-15.744,-15.012200000000002,B,ohp,heavy,34
-0.081,0.757,-0.08533333333333333,35.5732,6.5976,-21.817,B,ohp,heavy,34
-0.2065,0.947,-0.268,38.1582,-16.744,-18.8048,B,ohp,heavy,34
-0.25566666666666665,0.8583333333333334,-0.26866666666666666,14.2924,-2.5001999999999995,-10.134,B,ohp,heavy,34
-0.3285,0.8734999999999999,-0.3065,-5.7684,-9.9024,-2.5976,B,ohp,heavy,34
-0.3566666666666667,0.9373333333333332,-0.25666666666666665,-21.6584,-10.378,14.073000000000002,B,ohp,heavy,34
-0.3145,1.0154999999999998,-0.21000000000000002,-36.756,-6.6464,23.3292,B,ohp,heavy,34
-0.28200000000000003,1.2443333333333333,-0.16166666666666665,18.4756,9.012,-3.4512,B,ohp,heavy,34
-0.322,1.2374999999999998,-0.3315,81.4024,20.1586,-34.9514,B,ohp,heavy,34
-0.3383333333333334,0.8196666666666667,-0.411,-2.7074,-5.0732,-15.438999999999998,B,ohp,heavy,34
-0.34850000000000003,0.775,-0.374,-40.744,-16.0244,21.0488,B,ohp,heavy,34
-0.23666666666666666,0.6786666666666666,-0.18300000000000002,-58.743599999999994,-0.8414000000000001,49.4636,B,ohp,heavy,34
-0.14350000000000002,0.731,-0.16,3.4147999999999996,-0.7805999999999994,1.4024,B,ohp,heavy,34
-0.15166666666666664,0.7026666666666667,-0.124,42.5,-9.792600000000002,-29.243600000000004,B,ohp,heavy,34
-0.232,0.802,-0.291,38.573,3.061,-18.0122,B,ohp,heavy,34
-0.33899999999999997,0.8923333333333333,-0.28800000000000003,-14.8168,-7.1464,4.365799999999999,B,ohp,heavy,34
-0.344,0.979,-0.2455,-44.2928,-12.7318,11.878,B,ohp,heavy,34
-0.318,1.1196666666666666,-0.08933333333333333,-53.41459999999999,-25.622000000000003,29.3904,B,ohp,heavy,34
-0.28700000000000003,1.4805,0.0395,71.7804,29.9632,-24.439,B,ohp,heavy,34
-0.34,1.0223333333333333,-0.27399999999999997,64.7074,-1.1098,-33.9514,B,ohp,heavy,34
-0.3665,0.769,-0.3755,-11.7316,-4.0,-2.671,B,ohp,heavy,34
-0.35533333333333333,0.7883333333333334,-0.317,-39.7074,-4.0122,19.9268,B,ohp,heavy,34
-0.24,0.764,-0.1345,-59.061,5.7926,43.561,B,ohp,heavy,34
-0.14733333333333334,0.6513333333333334,-0.104,19.2804,-10.5368,-17.3536,B,ohp,heavy,34
-0.182,0.5965,-0.134,61.3658,9.561,-39.0488,B,ohp,heavy,34
-0.3913333333333333,0.8969999999999999,-0.32466666666666666,19.5124,-1.8414000000000001,-2.8416,B,ohp,heavy,34
-0.3875,0.782,-0.316,-8.195,-5.976000000000001,2.9146,B,ohp,heavy,34
-0.43366666666666664,0.9710000000000001,-0.273,-47.39,-19.439,27.7682,B,ohp,heavy,34
-0.27549999999999997,1.028,-0.11449999999999999,-42.5852,-14.4268,27.5,B,ohp,heavy,34
-0.3496666666666666,1.3499999999999999,-0.068,39.5122,24.8294,-19.683,B,ohp,heavy,34
-0.35050000000000003,0.962,-0.169,67.512,21.5244,-17.4878,B,ohp,heavy,34
-0.332,0.8513333333333333,-0.37766666666666665,5.7562,-14.121800000000002,-8.4514,B,ohp,heavy,34
-0.32,0.815,-0.3625,-12.6708,-5.4024,10.244,B,ohp,heavy,34
-0.30433333333333334,0.8633333333333333,-0.30666666666666664,-63.78060000000001,-7.0976,35.6096,B,ohp,heavy,34
-0.135,0.5589999999999999,-0.1565,-19.061,-1.7560000000000002,19.0612,B,ohp,heavy,34
-0.18433333333333332,0.8856666666666667,-0.03933333333333333,1.5852000000000004,-12.792599999999998,-15.1096,B,ohp,heavy,34
-0.1275,0.4935,-0.087,67.7804,22.9392,-38.5976,B,ohp,heavy,34
-0.353,0.88,-0.3213333333333333,20.366,-8.4632,-9.354,B,ohp,heavy,34
-0.398,0.8745,-0.265,-29.695,-6.6584,6.4392,B,ohp,heavy,34
-0.4003333333333334,1.0163333333333333,-0.20866666666666667,-47.695,-18.7318,22.9514,B,ohp,heavy,34
-0.3345,1.0655000000000001,-0.046,-30.8536,-19.7928,15.5364,B,ohp,heavy,34
-0.34400000000000003,1.3310000000000002,-0.042333333333333334,66.5732,43.4268,-25.0242,B,ohp,heavy,34
-0.3665,0.9099999999999999,-0.2225,42.4636,7.878,-12.1098,B,ohp,heavy,34
-0.3363333333333333,0.818,-0.33433333333333337,14.2804,-0.41480000000000034,-1.9512,B,ohp,heavy,34
-0.35550000000000004,0.8135,-0.357,-10.3536,-19.2198,-0.024399999999999977,B,ohp,heavy,34
-0.35533333333333333,0.875,-0.3136666666666667,-36.329,-5.694999999999999,32.1584,B,ohp,heavy,34
-0.191,0.7235,-0.14200000000000002,-32.756,-8.7196,48.7562,B,ohp,heavy,34
-0.13166666666666668,0.8413333333333334,-0.13833333333333334,-5.4148,6.561,-3.5366,B,ohp,heavy,34
-0.1335,0.9485,-0.0605,-2.1708000000000003,-1.561,-0.09760000000000009,B,ohp,heavy,34
-0.149,0.9606666666666666,-0.06,4.244,-0.4145999999999999,0.8413999999999999,B,ohp,heavy,34
-0.122,0.944,-0.0605,-1.7317999999999998,-9.6708,-8.9756,B,ohp,heavy,34
-0.11133333333333334,0.634,-0.11233333333333334,53.9756,16.0,-32.634,B,ohp,heavy,34
-0.3025,0.8514999999999999,-0.2525,43.0,-2.6098,-9.9998,B,ohp,heavy,34
-0.30433333333333334,0.9366666666666666,-0.38599999999999995,5.8536,1.7561999999999998,12.5976,B,ohp,heavy,34
-0.261,0.9355,-0.36,-34.2438,-19.7318,28.2438,B,ohp,heavy,34
-0.22666666666666668,1.1139999999999999,-0.30866666666666664,-31.3902,-21.561,26.3658,B,ohp,heavy,34
-0.1545,1.0350000000000001,-0.18,-4.646199999999999,-1.5854,11.5,B,ohp,heavy,34
-0.07733333333333332,0.959,-0.15266666666666667,-7.7562,-9.5244,-8.256,B,ohp,heavy,34
-0.118,0.9684999999999999,0.0345,-2.5,-2.9269999999999996,1.427,B,ohp,medium,35
-0.103,0.9444999999999999,0.0495,2.0488,-3.0488,2.8292,B,ohp,medium,35
-0.10333333333333333,1.0216666666666667,0.04833333333333333,-3.2318,-5.7682,-4.304600000000001,B,ohp,medium,35
-0.22999999999999998,1.5095,-0.0535,99.9512,45.2682,-53.1828,B,ohp,medium,35
-0.316,0.9129999999999999,-0.2816666666666667,-0.09759999999999991,-19.0852,-25.817,B,ohp,medium,35
-0.29700000000000004,0.6935,-0.23099999999999998,-32.305,5.6708,3.9391999999999996,B,ohp,medium,35
-0.321,0.8436666666666667,-0.11633333333333333,-42.5242,4.8048,28.524400000000004,B,ohp,medium,35
-0.16999999999999998,0.6819999999999999,-0.08449999999999999,-18.0368,27.8902,41.0364,B,ohp,medium,35
-0.12166666666666666,0.9409999999999998,-0.054,10.475399999999999,-28.4266,-4.1094,B,ohp,medium,35
-0.10200000000000001,0.5585,-0.08,43.8416,-6.0,-40.0,B,ohp,medium,35
-0.24466666666666667,0.7806666666666667,-0.20433333333333334,37.2684,9.6952,-22.073,B,ohp,medium,35
-0.378,0.908,-0.275,-2.8049999999999997,-17.6342,1.9512,B,ohp,medium,35
-0.3946666666666667,0.9543333333333334,-0.19066666666666665,-63.75599999999999,-22.1098,25.3904,B,ohp,medium,35
-0.34950000000000003,1.221,0.046000000000000006,-36.1584,-24.4268,17.1462,B,ohp,medium,35
-0.38199999999999995,1.4799999999999998,-0.05933333333333333,101.9758,45.6954,-25.1708,B,ohp,medium,35
-0.369,0.917,-0.2555,6.7194,1.9024,-11.0608,B,ohp,medium,35
-0.222,0.7176666666666667,-0.22,-60.39,-7.5854,37.3902,B,ohp,medium,35
-0.048,-0.032,-0.1175,50.1218,6.1828,-28.975599999999996,B,ohp,medium,35
-0.296,0.836,-0.25766666666666665,11.6952,-6.0612,-2.2804,B,ohp,medium,35
-0.36850000000000005,1.016,-0.226,-47.5122,-14.536599999999998,14.878199999999998,B,ohp,medium,35
-0.2803333333333333,1.127,-0.10666666666666667,-28.427,-27.1344,34.6098,B,ohp,medium,35
-0.3275,1.6205,-0.16399999999999998,72.7316,31.8048,-25.1342,B,ohp,medium,35
-0.373,1.0756666666666665,-0.3406666666666667,39.9268,-14.792599999999998,-44.366,B,ohp,medium,35
-0.349,0.7645,-0.3455,-44.8052,-10.6098,24.1342,B,ohp,medium,35
-0.18699999999999997,0.5773333333333334,-0.13399999999999998,-72.5976,-7.4026,44.744,B,ohp,medium,35
-0.1285,0.405,-0.1185,60.2682,18.5368,-39.9998,B,ohp,medium,35
-0.255,0.7253333333333334,-0.222,50.5244,16.0486,-6.0488,B,ohp,medium,35
-0.3985,0.9139999999999999,-0.3,-25.1464,-12.122,9.7928,B,ohp,medium,35
-0.34400000000000003,1.07,-0.18833333333333332,-68.5732,-38.866,51.75599999999999,B,ohp,medium,35
-0.281,1.588,-0.056,23.939,14.182999999999998,-9.2074,B,ohp,medium,35
-0.27666666666666667,1.1693333333333333,-0.21133333333333335,69.0122,25.634000000000004,-38.317,B,ohp,medium,35
-0.2885,0.8554999999999999,-0.2965,-2.4878,0.048800000000000045,-15.487799999999998,B,ohp,medium,35
-0.303,0.816,-0.291,-51.4514,-20.0,25.4024,B,ohp,medium,35
-0.1345,0.565,-0.1345,-30.0854,-11.1342,30.439,B,ohp,medium,35
-0.15233333333333332,0.5136666666666666,-0.10333333333333333,49.1342,13.256,-46.195,B,ohp,medium,35
-0.28750000000000003,0.769,-0.21150000000000002,16.5364,-10.1586,-16.0364,B,ohp,medium,35
-0.40599999999999997,0.9369999999999999,-0.16233333333333333,-48.15840000000001,-15.890199999999998,22.0488,B,ohp,medium,35
-0.3685,1.186,-0.002999999999999999,-58.6462,-27.7806,44.9758,B,ohp,medium,35
-0.309,1.4880000000000002,0.12233333333333334,56.6828,8.7196,-28.1952,B,ohp,medium,35
-0.3855,1.01,-0.121,72.9148,26.744,-36.5364,B,ohp,medium,35
-0.39666666666666667,0.863,-0.2793333333333333,-11.2684,3.378,-0.31700000000000017,B,ohp,medium,35
-0.3415,0.8454999999999999,-0.2535,-59.01219999999999,-36.8902,38.0854,B,ohp,medium,35
-0.14866666666666664,0.5756666666666667,-0.074,-10.256,17.1464,32.0974,B,ohp,medium,35
-0.1895,0.9755,0.005,17.7316,-3.1222,2.5732,B,ohp,medium,35
-0.13,0.7783333333333333,-0.12666666666666668,34.0244,-5.9146,-22.3294,B,ohp,medium,35
-0.155,0.5875,-0.2275,56.80500000000001,22.6584,-26.2926,B,ohp,medium,35
-0.3626666666666667,0.8776666666666667,-0.37566666666666665,-12.866199999999997,-20.7438,-16.3048,B,ohp,medium,35
-0.348,0.8654999999999999,-0.233,-45.2558,-4.439,30.4512,B,ohp,medium,35
-0.3423333333333334,1.1233333333333333,-0.166,-64.6464,-35.6464,36.9998,B,ohp,medium,35
-0.241,1.471,0.069,30.7926,12.5366,-9.6828,B,ohp,medium,35
-0.25833333333333336,1.123,-0.10099999999999999,59.31700000000001,23.5124,-27.389999999999997,B,ohp,medium,35
-0.28,0.8220000000000001,-0.237,7.2438,13.609800000000002,-12.2072,B,ohp,medium,35
-0.2946666666666667,0.878,-0.308,-18.805,-8.4024,6.5364,B,ohp,medium,35
-0.255,0.8305,-0.135,-50.878,-10.5122,15.463400000000002,B,ohp,medium,35
-0.17833333333333332,0.6086666666666667,-0.11066666666666668,25.439,-7.390000000000001,1.6828000000000003,B,ohp,medium,35
-0.1695,0.5135000000000001,-0.0785,55.7438,-1.061,-23.3656,B,ohp,medium,35
-0.3263333333333333,0.9199999999999999,-0.28800000000000003,3.3171999999999997,-7.8536,-11.8294,B,ohp,medium,35
-0.41500000000000004,0.925,-0.27249999999999996,-32.7318,-12.829399999999998,0.2073999999999998,B,ohp,medium,35
-0.399,0.9933333333333332,-0.128,-50.012,-22.0364,35.5974,B,ohp,medium,35
-0.312,1.2135,0.0024999999999999996,-5.487800000000002,-11.6342,22.6344,B,ohp,medium,35
-0.3373333333333333,1.404,-0.125,98.0608,33.5366,-33.1584,B,ohp,medium,35
-0.305,0.8280000000000001,-0.228,-16.8048,19.7072,-38.8048,B,ohp,medium,35
-0.312,0.715,-0.26266666666666666,-11.6586,0.5244000000000001,5.5366,B,ohp,medium,35
-0.388,0.9395,-0.2365,-35.3904,-33.9148,36.4026,B,ohp,medium,35
-0.17400000000000002,0.618,-0.09033333333333333,-14.5976,6.1096,27.0608,B,ohp,medium,35
-0.1845,1.0619999999999998,-0.0335,11.622200000000001,-3.6952,-0.5488,B,ohp,medium,35
-0.17800000000000002,0.9416666666666668,-0.09933333333333334,6.4756,0.0852000000000002,5.0734,B,ohp,medium,35
-0.1665,0.8655,-0.128,9.439,-11.5974,-12.2682,B,ohp,medium,35
-0.19099999999999998,0.6056666666666667,-0.15333333333333332,26.8658,20.0366,-47.9512,B,ohp,medium,35
-0.347,0.8959999999999999,-0.2485,7.841399999999998,-2.1708000000000003,-1.8169999999999997,B,ohp,medium,35
-0.4383333333333333,0.9603333333333334,-0.20766666666666667,-20.7684,-10.3416,0.6098000000000002,B,ohp,medium,35
-0.3935,0.969,-0.143,-26.9998,-10.5732,20.3416,B,ohp,medium,35
-0.33166666666666667,1.1079999999999999,-0.07533333333333334,-22.049,-11.878,18.2562,B,ohp,medium,35
-0.43,1.504,-0.1875,80.39020000000001,26.2806,-17.2314,B,ohp,medium,35
-0.337,0.9470000000000001,-0.26866666666666666,22.5366,3.8295999999999992,-14.731799999999998,B,ohp,medium,35
-0.33799999999999997,0.774,-0.3355,-24.2926,-45.183,4.7804,B,ohp,medium,35
-0.26333333333333336,0.7386666666666667,-0.16166666666666665,-33.0124,-10.683,59.2318,B,ohp,medium,35
-0.1385,0.6014999999999999,-0.118,10.5608,9.353399999999999,11.4512,B,ohp,medium,35
-0.14333333333333334,0.9843333333333333,-0.1446666666666667,-2.2806,-3.5,-1.9388,B,ohp,medium,35
-0.13,0.623,-0.1315,2.6218000000000004,-0.10980000000000008,-50.2926,B,ohp,medium,35
-0.315,0.7656666666666666,-0.17033333333333334,50.0,13.841399999999998,-32.8536,B,ohp,medium,35
-0.401,0.831,-0.2585,1.4512,-3.4024,17.3658,B,ohp,medium,35
-0.423,0.9819999999999999,-0.22866666666666666,-50.183,-10.1342,16.2684,B,ohp,medium,35
-0.4035,1.1520000000000001,-0.106,-38.3782,-16.8172,15.5244,B,ohp,medium,35
-0.451,1.4013333333333333,-0.16666666666666666,100.01199999999999,39.061,-26.2194,B,ohp,medium,35
-0.3865,0.872,-0.365,25.5124,-13.1828,-4.048800000000001,B,ohp,medium,35
-0.395,0.775,-0.35233333333333333,-40.2438,-18.2318,7.0854,B,ohp,medium,35
-0.2675,0.765,-0.1965,-63.30499999999999,-4.194800000000001,59.5364,B,ohp,medium,35
-0.12333333333333334,0.6423333333333333,-0.09266666666666667,15.512,7.5854,16.0732,B,ohp,medium,35
-0.1435,1.0510000000000002,-0.09999999999999999,-2.6342,-9.6708,6.1464,B,ohp,medium,35
-0.14300000000000002,0.957,-0.10166666666666668,2.3902,-1.2804000000000002,-2.6340000000000003,B,ohp,medium,35
-0.1335,0.8680000000000001,-0.11,3.4026000000000005,-11.9876,-22.695,B,ohp,medium,35
-0.156,0.5616666666666666,-0.13,49.817,25.122,-30.463599999999996,B,ohp,medium,35
-0.355,0.9610000000000001,-0.258,3.6586,7.634,-17.9022,B,ohp,medium,35
-0.3833333333333333,0.9423333333333334,-0.23199999999999998,-40.573,-14.426600000000002,11.7928,B,ohp,medium,35
-0.35950000000000004,1.0845,-0.1435,-60.8414,-33.7562,32.9514,B,ohp,medium,35
-0.3453333333333333,1.3796666666666668,0.08266666666666668,38.7196,4.865799999999998,-9.0244,B,ohp,medium,35
-0.33499999999999996,1.1829999999999998,-0.1875,81.1952,47.79260000000001,-20.0244,B,ohp,medium,35
-0.28099999999999997,0.762,-0.2826666666666667,-8.3658,7.3902,-12.3782,B,ohp,medium,35
-0.271,0.7224999999999999,-0.2985,3.4146,6.390000000000001,0.4878,B,ohp,medium,35
-0.322,0.9226666666666666,-0.3363333333333333,-13.0488,-29.2074,10.878,B,ohp,medium,35
-0.196,0.988,-0.239,-70.134,3.5120000000000005,86.2928,B,ohp,medium,35
-0.09333333333333332,0.38133333333333336,-0.16666666666666666,47.1832,-8.5244,-72.26820000000001,B,ohp,medium,35
-0.186,0.668,-0.24,39.9148,2.1464000000000003,-25.9146,B,ohp,medium,35
-0.349,0.8646666666666666,-0.2193333333333333,-32.4998,-17.3416,13.2684,B,ohp,medium,35
-0.455,1.339,-0.16599999999999998,-68.8902,-30.877999999999997,30.4512,B,ohp,medium,35
-0.302,1.1873333333333334,-0.021333333333333333,6.5854,-8.8412,-7.755800000000001,B,ohp,medium,35
-0.1985,0.8315,0.033,-13.3412,-18.1586,11.744,B,ohp,medium,35
-0.164,1.002,0.001,-1.22,-6.585,8.537,B,ohp,medium,35
-0.202,0.938,-0.029,-8.1464,18.756,5.9756,B,ohp,medium,36
-0.1635,0.9915,-0.097,11.122,-13.414600000000002,3.8047999999999993,B,ohp,medium,36
-0.15333333333333332,0.9170000000000001,-0.022333333333333334,-10.4634,-6.2682,7.122,B,ohp,medium,36
-0.252,1.45,-0.14650000000000002,53.25599999999999,21.4388,-40.817,B,ohp,medium,36
-0.36766666666666664,1.1146666666666667,-0.28633333333333333,44.4634,21.6706,-43.4878,B,ohp,medium,36
-0.327,0.7105,-0.29400000000000004,-28.244,-18.0244,16.805,B,ohp,medium,36
-0.24033333333333337,0.701,-0.17233333333333334,-71.8904,-27.0002,52.40219999999999,B,ohp,medium,36
-0.153,0.5455,-0.12,14.7196,2.9146,-0.21940000000000026,B,ohp,medium,36
-0.20333333333333334,1.0133333333333334,-0.02033333333333333,-15.0732,-8.5122,-8.0854,B,ohp,medium,36
-0.133,0.2735,-0.024,58.63399999999999,17.0,-56.10980000000001,B,ohp,medium,36
-0.39266666666666666,0.8956666666666666,-0.236,43.0732,2.7683999999999997,11.7194,B,ohp,medium,36
-0.441,1.0605,-0.313,-31.1464,-14.0364,11.134,B,ohp,medium,36
-0.38933333333333336,1.0646666666666667,-0.23866666666666667,-45.4148,-19.3658,30.7928,B,ohp,medium,36
-0.35650000000000004,1.443,-0.138,39.1464,34.4024,-14.6952,B,ohp,medium,36
-0.383,1.1253333333333333,-0.321,59.7316,18.7316,-19.6828,B,ohp,medium,36
-0.3325,0.776,-0.3305,-7.255799999999999,-11.8782,-8.2316,B,ohp,medium,36
-0.3106666666666667,0.735,-0.32566666666666666,-54.5732,-22.0976,26.3048,B,ohp,medium,36
-0.16899999999999998,0.5725,-0.203,-11.9148,-1.2439999999999998,35.7928,B,ohp,medium,36
-0.2253333333333333,0.9106666666666666,-0.1426666666666667,-10.5366,9.061,-5.8536,B,ohp,medium,36
